ID,Russian,Lemma,Agency
556,выбирать,choose,positive
555,дуть,blow,neutral
554,строить,build,positive
553,бить,beat,positive
552,отмечать,note,neutral
551,прибывать,arrive,neutral
550,подниматься,rise,positive
549,беспокоиться,worry,negative
548,трясти,shake,neutral
547,убивать,kill,positive
576,закрывать,shut,positive
611,стучать,knock,neutral
577,ехать,ride,neutral
579,ненавидеть,hate,negative
609,жить,live,neutral
608,обращаться,handle,positive
607,обращаться,treat,neutral
606,собирать,gather,neutral
605,принимать,accept,neutral
604,догадываться,guess,neutral
602,забастовать,strike,positive
601,служить,serve,positive
600,запирать,lock,positive
599,учить,teach,positive
598,входить,enter,neutral
597,толкаться,crowd,neutral
596,исчезать,disappear,negative
595,выигрывать,win,positive
594,оставлять,leave,neutral
593,включать,include,positive
592,игнорировать,ignore,negative
591,улыбаться,smile,neutral
590,ранить,hurt,negative
589,оставаться,remain,neutral
588,упаковывать,pack,neutral
587,вызывать,cause,positive
586,распространять,spread,positive
585,признавать,admit,neutral
584,поднимать,lift,positive
583,растягивать,stretch,neutral
582,обвинять,charge,positive
581,управлять,manage,positive
580,сомневаться,doubt,negative
578,наслаждаться,enjoy,neutral
679,получать,receive,negative
680,гнуть,bend,neutral
681,целовать,kiss,positive
778,колебаться,hesitate,negative
777,взрываться,explode,positive
776,выздоравливать,recover,positive
775,завиваться,curl,neutral
774,облегчать,relieve,positive
773,взвешивать,weigh,neutral
772,шлепать,slap,positive
771,совершать,commit,positive
770,связывать,link,neutral
769,регулировать,adjust,positive
768,вспоминать,recall,neutral
767,отражать,reflect,neutral
766,возбуждать,excite,negative
765,переворачивать,flip,neutral
764,сосать,suck,neutral
763,прогрессировать,progress,positive
762,определять,determine,positive
761,петь,sing,positive
760,продлевать,extend,positive
759,зарабатывать,earn,positive
758,подтверждать,confirm,positive
757,бить,punch,positive
756,рвать,rip,positive
755,сопротивляться,resist,positive
754,светиться,glow,neutral
753,ухаживать,tend,neutral
752,расслабляться,relax,negative
751,кричать,yell,positive
750,появляться,emerge,neutral
779,нанимать,hire,positive
749,складывать,stack,neutral
780,регистрировать,register,positive
782,осматривать,examine,positive
811,пить,sip,neutral
810,тонуть,drown,negative
809,схватить,clutch,positive
808,произносить,spell,neutral
807,признавать,acknowledge,positive
806,относиться,relate,neutral
805,значить,mean,neutral
804,мигать,blink,neutral
803,обнимать,embrace,positive
802,таять,melt,neutral
801,пугать,scare,negative
800,радовать,please,neutral
799,избавлять,rid,positive
798,напрягать,strain,neutral
797,считать,regard,neutral
796,занимать,engage,positive
795,пропитывать,soak,neutral
794,поощрять,encourage,positive
793,прощать,forgive,positive
792,целиться,aim,positive
791,праздновать,celebrate,positive
790,молиться,pray,positive
789,понимать,grasp,positive
788,смущать,confuse,negative
787,развивать,develop,positive
786,понимать,understand,neutral
785,относиться,refer,neutral
784,касаться,concern,negative
783,выполнять,perform,positive
781,производить,produce,positive
748,ограничивать,limit,positive
747,гладить,stroke,neutral
746,получать,gain,positive
710,разрушаться,collapse,negative
709,сиять,shine,neutral
708,приводить,result,negative
707,думать,think,neutral
706,требовать,require,neutral
705,предпочитать,prefer,neutral
704,объявлять,announce,positive
703,жаловаться,complain,negative
702,торопиться,hurry,positive
701,подозревать,suspect,neutral
700,замерзать,freeze,negative
699,отображать,display,positive
698,угрожать,threaten,positive
697,жестикулировать,gesture,neutral
696,клясться,swear,positive
695,соединять,connect,neutral
694,сжимать,squeeze,neutral
693,хлопать,pop,neutral
692,разделять,split,positive
691,стрелять,shoot,positive
690,иметь,have,neutral
689,доставлять,deliver,positive
688,ранить,wound,positive
687,бросать,cast,positive
686,заслуживать,deserve,neutral
685,страдать,suffer,negative
684,нахальничать,cheek,positive
683,винить,fault,negative
682,мести,sweep,neutral
711,ценить,appreciate,neutral
712,содержать,contain,neutral
713,отчитываться,account,neutral
714,осмеливаться,dare,positive
745,осыпать,shower,neutral
744,позволять,afford,neutral
742,отрицать,deny,positive
741,возражать,object,positive
740,размешивать,stir,neutral
739,намереваться,intend,positive
738,предупреждать,warn,neutral
737,спотыкаться,stumble,negative
736,искать,seek,positive
735,расстраивать,upset,negative
734,связывать,bind,positive
733,подвергать,expose,positive
732,посещать,attend,neutral
731,закрывать,close,neutral
813,сосредоточить,concentrate,positive
730,разрушать,destroy,positive
728,получать,get,neutral
727,применять,apply,positive
726,желать,desire,neutral
725,ломать,break,negative
724,бросать,toss,neutral
723,зависеть,depend,negative
722,побуждать,urge,positive
721,направлять,guide,positive
720,готовить,cook,positive
719,открывать,open,neutral
718,течь,flow,neutral
717,происходить,occur,negative
716,прикреплять,attach,neutral
715,наклонять,heel,neutral
729,обеспечивать,provide,positive
2141,дублировать,duplicate,neutral
